Sequence	PathDelay	LogicDelay	NetDelay	LUTsLogic	RegsFF	RegsLatch
&scorr;&sweep;&retime;&dc2;&retime;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	14.345	9.172(64%)	5.173(36%)	2019	605	9
&scorr;&sweep;&dc2;&syn2;&retime;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2069	605	9
&scorr;&sweep;&syn2;&syn2;&retime;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.714	9.013(66%)	4.701(34%)	2038	605	9
&scorr;&sweep;&synch2;&syn2;&retime;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2005	605	9
&scorr;&sweep;&retime;&syn2;&retime;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.884	9.031(66%)	4.853(34%)	2021	605	9
&scorr;&sweep;&dc2;&synch2;&retime;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2006	605	9
&scorr;&sweep;&syn2;&synch2;&retime;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.672	10.037(74%)	3.635(26%)	1985	605	9
&scorr;&sweep;&syn2;&synch2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2024	605	9
&scorr;&sweep;&synch2;&synch2;&retime;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2004	605	9
&scorr;&sweep;&retime;&synch2;&retime;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.670	10.037(74%)	3.633(26%)	1978	605	9
&scorr;&sweep;&dc2;&retime;&retime;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	14.345	9.172(64%)	5.173(36%)	2019	605	9
&scorr;&sweep;&syn2;&retime;&retime;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.884	9.031(66%)	4.853(34%)	2021	605	9
&scorr;&sweep;&synch2;&retime;&retime;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.670	10.037(74%)	3.633(26%)	1978	605	9
&scorr;&sweep;&retime;&retime;&retime;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	14.257	9.172(65%)	5.085(35%)	1987	605	9
&scorr;&sweep;&dc2;&dc2;&dc2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2055	605	9
&scorr;&sweep;&syn2;&dc2;&dc2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.817	8.889(65%)	4.928(35%)	2050	605	9
&scorr;&sweep;&synch2;&dc2;&dc2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.668	10.037(74%)	3.631(26%)	2042	605	9
&scorr;&sweep;&retime;&dc2;&dc2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2058	605	9
&scorr;&sweep;&synch2;&synch2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.673	10.037(74%)	3.636(26%)	2020	605	9
&scorr;&sweep;&dc2;&syn2;&dc2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2079	605	9
&scorr;&sweep;&syn2;&syn2;&dc2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.663	10.037(74%)	3.626(26%)	2052	605	9
&scorr;&sweep;&synch2;&syn2;&dc2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.663	10.037(74%)	3.626(26%)	2039	605	9
&scorr;&sweep;&retime;&syn2;&dc2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.817	8.889(65%)	4.928(35%)	2051	605	9
&scorr;&sweep;&dc2;&synch2;&dc2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2026	605	9
&scorr;&sweep;&syn2;&synch2;&dc2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2068	605	9
&scorr;&sweep;&synch2;&synch2;&dc2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.667	10.037(74%)	3.630(26%)	2087	605	9
&scorr;&sweep;&retime;&synch2;&dc2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.672	10.037(74%)	3.635(26%)	2028	605	9
&scorr;&sweep;&dc2;&retime;&dc2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2058	605	9
&scorr;&sweep;&syn2;&retime;&dc2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.817	8.889(65%)	4.928(35%)	2051	605	9
&scorr;&sweep;&retime;&synch2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2005	605	9
&scorr;&sweep;&synch2;&retime;&dc2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.672	10.037(74%)	3.635(26%)	2028	605	9
&scorr;&sweep;&retime;&retime;&dc2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2063	605	9
&scorr;&sweep;&dc2;&dc2;&syn2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2046	605	9
&scorr;&sweep;&syn2;&dc2;&syn2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.664	10.037(74%)	3.627(26%)	2051	605	9
&scorr;&sweep;&synch2;&dc2;&syn2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.670	10.037(74%)	3.633(26%)	2028	605	9
&scorr;&sweep;&retime;&dc2;&syn2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2095	605	9
&scorr;&sweep;&dc2;&syn2;&syn2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2103	605	9
&scorr;&sweep;&syn2;&syn2;&syn2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.663	10.037(74%)	3.626(26%)	2083	605	9
&scorr;&sweep;&synch2;&syn2;&syn2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.608	8.681(64%)	4.927(36%)	2049	605	9
&scorr;&sweep;&retime;&syn2;&syn2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.664	10.037(74%)	3.627(26%)	2069	605	9
&scorr;&sweep;&dc2;&retime;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2069	605	9
&scorr;&sweep;&dc2;&synch2;&syn2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2057	605	9
&scorr;&sweep;&syn2;&synch2;&syn2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.672	10.037(74%)	3.635(26%)	2050	605	9
&scorr;&sweep;&synch2;&synch2;&syn2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.664	10.037(74%)	3.627(26%)	2059	605	9
&scorr;&sweep;&retime;&synch2;&syn2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.663	10.037(74%)	3.626(26%)	2065	605	9
&scorr;&sweep;&dc2;&retime;&syn2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2095	605	9
&scorr;&sweep;&syn2;&retime;&syn2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.664	10.037(74%)	3.627(26%)	2069	605	9
&scorr;&sweep;&synch2;&retime;&syn2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.663	10.037(74%)	3.626(26%)	2065	605	9
&scorr;&sweep;&retime;&retime;&syn2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.672	10.037(74%)	3.635(26%)	2049	605	9
&scorr;&sweep;&dc2;&dc2;&synch2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2037	605	9
&scorr;&sweep;&syn2;&dc2;&synch2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.664	10.037(74%)	3.627(26%)	2081	605	9
&scorr;&sweep;&syn2;&retime;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.714	9.013(66%)	4.701(34%)	2038	605	9
&scorr;&sweep;&synch2;&dc2;&synch2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.670	10.037(74%)	3.633(26%)	2051	605	9
&scorr;&sweep;&retime;&dc2;&synch2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2022	605	9
&scorr;&sweep;&dc2;&syn2;&synch2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.670	10.037(74%)	3.633(26%)	2054	605	9
&scorr;&sweep;&syn2;&syn2;&synch2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2095	605	9
&scorr;&sweep;&synch2;&syn2;&synch2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.668	10.037(74%)	3.631(26%)	2068	605	9
&scorr;&sweep;&retime;&syn2;&synch2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.668	10.037(74%)	3.631(26%)	2061	605	9
&scorr;&sweep;&dc2;&synch2;&synch2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2046	605	9
&scorr;&sweep;&syn2;&synch2;&synch2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.670	10.037(74%)	3.633(26%)	2081	605	9
&scorr;&sweep;&synch2;&synch2;&synch2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.670	10.037(74%)	3.633(26%)	2090	605	9
&scorr;&sweep;&retime;&synch2;&synch2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.667	10.037(74%)	3.630(26%)	2065	605	9
&scorr;&sweep;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	14.257	9.172(65%)	5.085(35%)	1987	605	9
&scorr;&sweep;&synch2;&retime;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2005	605	9
&scorr;&sweep;&dc2;&retime;&synch2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2022	605	9
&scorr;&sweep;&syn2;&retime;&synch2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.668	10.037(74%)	3.631(26%)	2061	605	9
&scorr;&sweep;&synch2;&retime;&synch2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.667	10.037(74%)	3.630(26%)	2065	605	9
&scorr;&sweep;&retime;&retime;&synch2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.672	10.037(74%)	3.635(26%)	2017	605	9
&scorr;&sweep;&dc2;&dc2;&retime;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2058	605	9
&scorr;&sweep;&syn2;&dc2;&retime;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.817	8.889(65%)	4.928(35%)	2051	605	9
&scorr;&sweep;&synch2;&dc2;&retime;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.672	10.037(74%)	3.635(26%)	2028	605	9
&scorr;&sweep;&retime;&dc2;&retime;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2063	605	9
&scorr;&sweep;&dc2;&syn2;&retime;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2095	605	9
&scorr;&sweep;&syn2;&syn2;&retime;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.664	10.037(74%)	3.627(26%)	2069	605	9
&scorr;&sweep;&retime;&retime;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.884	9.031(66%)	4.853(34%)	2021	605	9
&scorr;&sweep;&synch2;&syn2;&retime;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.663	10.037(74%)	3.626(26%)	2065	605	9
&scorr;&sweep;&retime;&syn2;&retime;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.672	10.037(74%)	3.635(26%)	2049	605	9
&scorr;&sweep;&dc2;&synch2;&retime;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2022	605	9
&scorr;&sweep;&syn2;&synch2;&retime;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.668	10.037(74%)	3.631(26%)	2061	605	9
&scorr;&sweep;&synch2;&synch2;&retime;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.667	10.037(74%)	3.630(26%)	2065	605	9
&scorr;&sweep;&retime;&synch2;&retime;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.672	10.037(74%)	3.635(26%)	2017	605	9
&scorr;&sweep;&dc2;&retime;&retime;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2063	605	9
&scorr;&sweep;&syn2;&retime;&retime;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.672	10.037(74%)	3.635(26%)	2049	605	9
&scorr;&sweep;&synch2;&retime;&retime;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.672	10.037(74%)	3.635(26%)	2017	605	9
&scorr;&sweep;&retime;&retime;&retime;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2069	605	9
&scorr;&sweep;&dc2;&dc2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.670	10.037(74%)	3.633(26%)	2014	605	9
&scorr;&sweep;&dc2;&dc2;&dc2;&syn2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2047	605	9
&scorr;&sweep;&syn2;&dc2;&dc2;&syn2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.663	10.037(74%)	3.626(26%)	2056	605	9
&scorr;&sweep;&synch2;&dc2;&dc2;&syn2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.670	10.037(74%)	3.633(26%)	2037	605	9
&scorr;&sweep;&retime;&dc2;&dc2;&syn2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2048	605	9
&scorr;&sweep;&dc2;&syn2;&dc2;&syn2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2051	605	9
&scorr;&sweep;&syn2;&syn2;&dc2;&syn2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.663	10.037(74%)	3.626(26%)	2048	605	9
&scorr;&sweep;&synch2;&syn2;&dc2;&syn2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.663	10.037(74%)	3.626(26%)	2042	605	9
&scorr;&sweep;&retime;&syn2;&dc2;&syn2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.663	10.037(74%)	3.626(26%)	2048	605	9
&scorr;&sweep;&dc2;&synch2;&dc2;&syn2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2034	605	9
&scorr;&sweep;&syn2;&synch2;&dc2;&syn2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2036	605	9
&scorr;&sweep;&syn2;&dc2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.662	10.037(74%)	3.625(26%)	1993	605	9
&scorr;&sweep;&synch2;&synch2;&dc2;&syn2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.667	10.037(74%)	3.630(26%)	2028	605	9
&scorr;&sweep;&retime;&synch2;&dc2;&syn2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.672	10.037(74%)	3.635(26%)	2015	605	9
&scorr;&sweep;&dc2;&retime;&dc2;&syn2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2048	605	9
&scorr;&sweep;&syn2;&retime;&dc2;&syn2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.663	10.037(74%)	3.626(26%)	2048	605	9
&scorr;&sweep;&synch2;&retime;&dc2;&syn2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.672	10.037(74%)	3.635(26%)	2015	605	9
&scorr;&sweep;&retime;&retime;&dc2;&syn2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2040	605	9
&scorr;&sweep;&dc2;&dc2;&syn2;&syn2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2049	605	9
&scorr;&sweep;&syn2;&dc2;&syn2;&syn2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.664	10.037(74%)	3.627(26%)	2047	605	9
&scorr;&sweep;&synch2;&dc2;&syn2;&syn2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.672	10.037(74%)	3.635(26%)	2014	605	9
&scorr;&sweep;&retime;&dc2;&syn2;&syn2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2044	605	9
&scorr;&sweep;&synch2;&dc2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.668	10.037(74%)	3.631(26%)	1987	605	9
&scorr;&sweep;&retime;&dc2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2006	605	9
&scorr;&sweep;&dc2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.670	10.037(74%)	3.633(26%)	2006	605	9
&scorr;&sweep;&syn2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.663	10.037(74%)	3.626(26%)	1980	605	9
&scorr;&sweep;&synch2;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	1987	605	9
&scorr;&sweep;&retime;&syn2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.672	10.037(74%)	3.635(26%)	1985	605	9
&scorr;&sweep;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2069	605	9
&scorr;&sweep;&dc2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.670	10.037(74%)	3.633(26%)	2043	605	9
&scorr;&sweep;&syn2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.672	10.037(74%)	3.635(26%)	1971	605	9
&scorr;&sweep;&synch2;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	1964	605	9
&scorr;&sweep;&retime;&synch2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2004	605	9
&scorr;&sweep;&dc2;&retime;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2006	605	9
&scorr;&sweep;&syn2;&retime;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.672	10.037(74%)	3.635(26%)	1985	605	9
&scorr;&sweep;&synch2;&retime;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2004	605	9
&scorr;&sweep;&retime;&retime;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.670	10.037(74%)	3.633(26%)	1978	605	9
&scorr;&sweep;&dc2;&dc2;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.789	9.031(66%)	4.758(34%)	2041	605	9
&scorr;&sweep;&syn2;&dc2;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	14.304	9.172(65%)	5.132(35%)	2060	605	9
&scorr;&sweep;&syn2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.714	9.013(66%)	4.701(34%)	2038	605	9
&scorr;&sweep;&synch2;&dc2;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2009	605	9
&scorr;&sweep;&retime;&dc2;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	14.345	9.172(64%)	5.173(36%)	2019	605	9
&scorr;&sweep;&dc2;&syn2;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2069	605	9
&scorr;&sweep;&syn2;&syn2;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.714	9.013(66%)	4.701(34%)	2038	605	9
&scorr;&sweep;&synch2;&syn2;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2005	605	9
&scorr;&sweep;&retime;&syn2;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.884	9.031(66%)	4.853(34%)	2021	605	9
&scorr;&sweep;&dc2;&synch2;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2006	605	9
&scorr;&sweep;&syn2;&synch2;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.672	10.037(74%)	3.635(26%)	1985	605	9
&scorr;&sweep;&synch2;&synch2;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2004	605	9
&scorr;&sweep;&retime;&synch2;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.670	10.037(74%)	3.633(26%)	1978	605	9
&scorr;&sweep;&synch2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2005	605	9
&scorr;&sweep;&dc2;&retime;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	14.345	9.172(64%)	5.173(36%)	2019	605	9
&scorr;&sweep;&syn2;&retime;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.884	9.031(66%)	4.853(34%)	2021	605	9
&scorr;&sweep;&synch2;&retime;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.670	10.037(74%)	3.633(26%)	1978	605	9
&scorr;&sweep;&retime;&retime;&retime;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	14.257	9.172(65%)	5.085(35%)	1987	605	9
&scorr;&sweep;&dc2;&dc2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2058	605	9
&scorr;&sweep;&syn2;&dc2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.817	8.889(65%)	4.928(35%)	2051	605	9
&scorr;&sweep;&synch2;&dc2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.672	10.037(74%)	3.635(26%)	2028	605	9
&scorr;&sweep;&retime;&dc2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2063	605	9
&scorr;&sweep;&dc2;&syn2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2095	605	9
&scorr;&sweep;&syn2;&syn2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.664	10.037(74%)	3.627(26%)	2069	605	9
&scorr;&sweep;&retime;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.884	9.031(66%)	4.853(34%)	2021	605	9
&scorr;&sweep;&synch2;&syn2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.663	10.037(74%)	3.626(26%)	2065	605	9
&scorr;&sweep;&retime;&syn2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.672	10.037(74%)	3.635(26%)	2049	605	9
&scorr;&sweep;&dc2;&synch2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2022	605	9
&scorr;&sweep;&syn2;&synch2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.668	10.037(74%)	3.631(26%)	2061	605	9
&scorr;&sweep;&synch2;&synch2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.667	10.037(74%)	3.630(26%)	2065	605	9
&scorr;&sweep;&retime;&synch2;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.672	10.037(74%)	3.635(26%)	2017	605	9
&scorr;&sweep;&dc2;&retime;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2063	605	9
&scorr;&sweep;&syn2;&retime;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.672	10.037(74%)	3.635(26%)	2049	605	9
&scorr;&sweep;&synch2;&retime;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.672	10.037(74%)	3.635(26%)	2017	605	9
&scorr;&sweep;&retime;&retime;&dc2;&syn2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2069	605	9
&scorr;&sweep;&dc2;&synch2;&dch -f; &ps; &if -W 300 -v; &mfs; &ps -l	13.671	10.037(74%)	3.634(26%)	2006	605	9
